Gene Symbol,BXD1,BXD100,BXD101,BXD102,BXD103,BXD11,BXD12,BXD14,BXD24,BXD27,BXD29,BXD31,BXD32,BXD34,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD49,BXD50,BXD56,BXD60,BXD62,BXD63,BXD65,BXD68,BXD69,BXD70,BXD71,BXD73,BXD75,BXD79,BXD80,BXD83,BXD84,BXD85,BXD87,BXD89,BXD90,BXD95,BXD97,BXD99
1700048O20Rik,9.17,9.261500000000002,9.410499999999999,8.845,9.581,8.812000000000001,9.685,9.437,9.024,9.331,9.186,9.715499999999999,9.468,9.322,8.976,9.405999999999999,10.143,9.193,9.055,9.626,9.908999999999999,9.406,9.377,9.7315,9.334,9.418,9.44,9.4855,9.321,9.2605,9.504999999999999,9.549,9.5105,9.0545,9.648,9.217500000000001,9.393,9.168,8.7395,9.2595,9.909500000000001,9.67,9.903,9.027000000000001,9.863
1700054O19Rik,10.404499999999999,10.4705,10.214,8.73,9.459,9.93,10.144,9.739,9.597,10.1985,10.2275,10.127500000000001,9.9265,9.964,10.481,9.676,9.933,8.806,9.4275,9.4405,9.9735,9.566,10.1365,9.9885,9.0155,9.497499999999999,10.111,9.751000000000001,10.006499999999999,8.563500000000001,10.2355,9.751999999999999,9.3735,9.8945,9.595,8.970500000000001,10.243,9.187,9.7375,9.9375,9.942499999999999,10.4665,9.8505,10.0495,10.1495
1700071K01Rik,10.043,10.262,9.7715,9.108,9.24,9.845500000000001,9.887,9.594,9.5,9.7375,10.0125,9.9335,9.653,9.929,10.286,9.589500000000001,9.567,8.948,9.2455,9.4215,9.874500000000001,9.177,9.772,9.836500000000001,9.190999999999999,9.4075,9.782,9.5485,9.908,8.8575,9.986,9.752500000000001,9.282,9.67,9.686,9.0685,9.9295,9.352,9.6235,9.5945,9.687999999999999,9.9175,9.7485,9.9575,9.966000000000001
4632427E13Rik,10.575,10.971,10.505500000000001,9.13,9.9405,10.4755,10.642,10.382,10.149,10.4865,10.5785,10.4985,10.607,10.6075,10.855,10.068,10.189,9.15,9.975,10.144,10.482,9.992,10.348500000000001,10.369,9.7315,10.001000000000001,10.449,10.233,10.6265,9.2605,10.6495,10.4825,9.9845,10.2235,10.303,9.5235,10.642,9.842,10.4015,10.3615,10.315000000000001,10.6555,10.4505,10.428999999999998,10.7605
9030025P20Rik,10.439499999999999,9.620000000000001,9.312999999999999,8.585,10.075,9.6235,10.327,9.463,10.069,9.4185,9.7695,10.106,10.292000000000002,10.4415,10.504,9.109,9.201,8.891,10.087,10.128499999999999,9.396,8.962,9.23,10.3325,9.956,10.142,10.353,9.266,10.2925,9.76,10.173,9.423,10.077,10.126999999999999,10.155,9.99,9.368,9.043,9.2545,10.1725,9.171500000000002,9.3475,9.3015,9.273499999999999,10.234
AF357355,10.6555,10.750499999999999,10.3605,9.172,9.8875,10.3855,10.449,10.355,10.139,10.189,10.448,10.344000000000001,10.344000000000001,10.66,10.638,9.724499999999999,10.194,9.067,10.0445,9.967500000000001,10.34,10.313,10.061,10.306999999999999,9.323,9.883,10.454,10.1455,10.409,9.0775,10.434999999999999,10.4905,9.5845,9.989,10.263,9.2515,10.6085,9.748,10.402000000000001,10.2015,10.337499999999999,10.335,10.4235,10.5075,10.447
Ackr1,9.654499999999999,9.037500000000001,9.248999999999999,9.223,10.050999999999998,9.2575,9.752,10.071,9.025,9.263,9.8055,9.8575,9.071,9.062999999999999,9.089,9.7415,9.792,9.019,9.363,9.941500000000001,9.017,9.976,9.241,9.879999999999999,9.269,8.888,9.792,9.7695,9.8015,9.297,9.7935,9.303,9.9515,9.233,9.871,9.695,9.3795,8.936,9.782,9.898,9.9165,9.7485,9.4335,9.8445,9.405000000000001
Adi1,9.625499999999999,9.681999999999999,10.280000000000001,10.565,10.0975,9.743500000000001,10.409,9.992,10.142,10.302,9.9435,9.8305,10.187000000000001,10.0815,9.926,10.199000000000002,10.838,10.407,10.65,10.693,9.812999999999999,10.368,10.2405,9.714500000000001,10.225999999999999,9.9635,9.669,9.954,9.8825,10.614,9.8275,9.966000000000001,10.0625,9.864,10.095,10.0185,10.009,10.299,10.5265,10.6665,10.439,9.7695,9.987,9.786000000000001,10.344999999999999
Alad,12.004,11.8565,11.859,11.723,11.693000000000001,10.797,10.842,11.08,12.095,10.7285,10.8475,10.718499999999999,11.016,10.774000000000001,10.697,11.0785,10.85,11.833,11.738,11.776,10.837499999999999,11.755,11.7835,11.9075,11.798,11.914000000000001,10.75,11.8315,11.782,11.786999999999999,11.78,11.775500000000001,11.783999999999999,11.722000000000001,10.897,11.916,11.879999999999999,12.271,11.859,10.783,11.836500000000001,11.9,11.8035,11.798,11.6435
Aldh1a1,9.318,10.131,9.975999999999999,10.179,10.249500000000001,9.6455,10.096,10.008,10.232,9.988,9.9805,9.962499999999999,10.091,10.096,9.674,10.166,10.382,10.739,9.6115,10.403,9.773499999999999,10.387,9.7535,9.734,10.264,10.332,9.406,10.027000000000001,9.641,10.2125,9.5565,10.2685,10.4915,9.8145,9.982,10.387,9.6135,10.2,9.391,9.873000000000001,10.1575,10.181999999999999,9.915500000000002,9.658,9.6295
B2m,11.828,11.868500000000001,11.7105,11.937,12.086500000000001,11.416,11.527,12.01,11.135,11.613,11.299,12.0215,11.714500000000001,11.763,12.265,10.997,11.994,11.959,12.1485,12.131499999999999,11.873999999999999,12.468,11.736,11.531,12.022,11.466,11.881,11.5825,12.0735,11.8015,12.024000000000001,12.054,12.044,11.3275,11.98,11.955,11.7365,11.257,12.193999999999999,12.219000000000001,12.2105,11.405999999999999,12.122499999999999,11.4195,11.462499999999999
C230004F18Rik,10.909,11.149999999999999,10.4845,9.563,10.266,10.556000000000001,10.784,10.603,10.27,10.557500000000001,10.836,10.5745,10.654,10.7875,10.834,10.254999999999999,10.326,9.658,10.035499999999999,10.198,10.559999999999999,10.116,10.388,10.6325,9.975999999999999,10.346499999999999,10.603,10.464,10.6495,9.543,10.679,10.5535,10.067499999999999,10.3715,10.542,9.995000000000001,10.835999999999999,10.271,10.591999999999999,10.3905,10.4115,10.8385,10.5285,10.57,10.691
C530030P08Rik,12.44825,12.629,8.1155,10.190999999999999,7.51175,11.85075,12.1045,7.900499999999999,8.278,8.0175,8.18,8.312249999999999,7.703749999999999,7.94375,12.572,11.79075,7.5245,10.377500000000001,10.93675,8.075,11.9285,8.061,11.82675,7.97525,7.43275,11.68375,12.1015,11.71425,8.08625,10.088000000000001,11.913499999999999,7.86625,7.4285,11.901,11.568,7.5935,12.2135,8.0395,8.2865,11.40175,7.64225,8.57175,11.541,12.01875,11.8935
Cbx7,10.4935,9.846,9.7685,9.7,9.875,10.4395,10.419,9.816,10.017,9.753499999999999,10.4445,9.821,10.5105,9.75,10.45,9.902000000000001,10.37,9.837,10.533999999999999,9.807500000000001,10.43,10.427,10.482,10.4515,10.399000000000001,10.511,9.792,9.7685,9.7055,9.751999999999999,9.790500000000002,9.755500000000001,9.873000000000001,9.808,10.495,10.457999999999998,10.3555,9.938,9.6385,10.5105,9.7385,9.8385,10.443999999999999,9.758,10.357
Cd59a,10.0745,10.312000000000001,10.665,10.351,11.0975,11.2085,11.36,11.208,10.929,11.218499999999999,10.464500000000001,11.369499999999999,10.962499999999999,10.1585,11.201,10.2945,10.764,10.823,11.2295,11.407,10.477,10.715,11.2375,11.282,11.456,10.5235,11.257,10.701,11.404499999999999,11.379000000000001,10.582,11.221,11.177499999999998,10.656,11.365,11.191500000000001,10.3905,9.85,11.571,11.412500000000001,10.626000000000001,10.207,10.597999999999999,10.1725,10.301
Cga,9.036,8.6165,9.7255,9.14,9.4765,11.6615,10.073,9.466,9.134,10.2925,9.355,9.779,10.454,9.2545,10.905,10.293,10.511,9.095,9.5715,10.236,8.8945,9.521,10.572,7.724500000000001,10.6075,9.917,10.152,9.715,9.669,10.101500000000001,9.5095,9.995000000000001,9.3035,10.1325,9.478,9.1435,9.7845,9.346,9.23,9.424,10.132,10.439499999999999,11.065999999999999,9.453,9.850999999999999
Cox7c,8.91875,10.195,9.61,9.753,10.0455,9.093250000000001,9.1995,9.195,10.095500000000001,9.2315,9.32525,10.06025,10.20875,9.9765,9.1965,9.382249999999999,9.215,10.1695,10.02225,9.151250000000001,9.2895,9.789,9.97575,9.949,10.332,9.8475,10.0495,9.507249999999999,9.38325,9.555250000000001,9.56175,9.4225,10.112,9.73575,9.940000000000001,10.3515,9.6035,9.315000000000001,9.544,9.994,9.99925,9.83425,9.863,9.47725,9.6775
Cpne9,8.3795,9.6275,8.9575,9.577,9.2355,9.335,9.107,9.175,9.399,9.4015,9.681999999999999,9.2955,9.5425,10.227,9.819,9.232,9.846,9.816,8.8035,9.431000000000001,8.83,9.166,8.781500000000001,8.9785,9.765,9.9275,8.894,10.092,8.865,9.3185,8.703,9.805,9.573,9.197500000000002,9.285,9.274999999999999,8.6515,9.573,8.8475,8.9565,9.091000000000001,8.878,9.328,8.692,9.049
Creg1,9.6745,9.1455,9.546,9.406,9.971,9.186,9.852,10.061,9.498,9.3405,9.272,9.936499999999999,9.6395,9.2635,9.117,9.2595,10.145,9.65,9.4405,10.0105,9.381499999999999,10.043,9.348500000000001,9.986,10.0275,9.4875,9.308,9.960999999999999,10.0155,9.542000000000002,9.4805,9.8355,9.945,9.2025,10.3,10.086,9.534500000000001,9.547,9.981,9.5175,9.462,9.258,10.050999999999998,9.732,9.2085
Ctss,9.377500000000001,9.09,9.907,9.648,9.4535,9.261,9.733,9.712,9.627,9.234,9.464,9.393,9.703,9.5685,10.031,9.355,9.974,9.821,9.4985,9.2695,9.349499999999999,9.491,9.2065,9.3635,9.3295,9.169,8.679,9.1295,9.504,9.594999999999999,9.648,8.987,9.5365,9.0685,10.163,9.7735,9.376000000000001,9.21,10.136,9.5555,9.75,9.493500000000001,9.1065,9.1385,9.124500000000001
Cyb5r3,11.7505,10.955,11.241,11.435,11.275500000000001,11.807500000000001,11.902,11.98,11.126,11.2035,11.8255,11.141,11.093,11.0365,11.822,11.1825,11.914,11.234,11.8,11.3025,11.777000000000001,11.885,11.808499999999999,11.246,11.7795,11.113,11.214,11.25,11.206,11.352,11.258500000000002,11.248000000000001,11.306000000000001,11.1995,11.298,11.786000000000001,11.751999999999999,11.029,11.1175,12.0165,11.268999999999998,11.2055,11.276499999999999,11.2555,11.9055
D930030D11Rik,10.125,10.436,9.6765,7.776,8.791,9.437,9.842,9.354,9.38,9.436499999999999,9.824,9.497,9.6995,9.8985,10.129,9.106,9.081,7.787,8.536999999999999,8.641,9.7515,8.952,9.1695,9.4145,8.145,9.0785,9.469,9.223500000000001,9.6995,7.797499999999999,9.658999999999999,9.293,8.744,9.179,9.412,8.5075,9.967500000000001,8.963,9.618500000000001,9.1765,9.2705,9.9055,9.432500000000001,9.722,9.6145
Ddx3y,7.5649999999999995,7.7555,7.881,9.941,7.914,7.803,9.846,5.668,5.854,7.867000000000001,7.717,7.881,7.8565000000000005,7.9335,9.696,7.8645,5.984,10.179,7.926,7.9079999999999995,7.6905,9.783,7.8549999999999995,7.7204999999999995,7.8445,7.748,5.511,7.829,7.622999999999999,8.0975,7.775499999999999,7.6135,7.9575,7.862500000000001,5.88,7.9985,7.914,9.638,7.806,7.8505,7.853,7.763,7.647499999999999,7.886,7.823499999999999
Eapp,8.411999999999999,8.4925,8.657499999999999,10.117,10.224,10.186,10.403,10.004,8.885,8.749,8.6115,8.725999999999999,8.909500000000001,8.754999999999999,8.464,8.806,10.231,10.664,10.0915,10.1355,8.7745,9.999,10.162500000000001,8.7065,8.9955,10.309999999999999,8.845,8.6425,10.19,9.0305,8.497,9.974499999999999,10.199,10.241,8.867,10.4565,8.9625,9.071,8.582,10.067,8.675,8.602,10.029499999999999,8.5795,8.4955
Entpd4,11.441500000000001,11.262,12.036000000000001,12.065,11.3895,11.427,11.434,11.465,11.358,11.347,11.339,11.43,11.426,11.3525,11.266,11.3735,11.448,11.943,12.161999999999999,12.148,12.1095,12.488,11.3525,12.100000000000001,11.3695,11.894,11.425,11.988,12.065,12.063500000000001,11.663499999999999,11.5215,11.395499999999998,11.394,11.5,11.461,11.6335,11.766,11.437999999999999,11.535499999999999,11.4185,11.308,12.057500000000001,12.0745,11.4725
Etnppl,10.276,10.091999999999999,9.931000000000001,9.95,10.4315,9.8765,10.062,9.686,10.21,10.282,10.136,10.445,9.5705,10.1445,10.341,10.1195,10.093,9.873,10.321,10.339500000000001,10.2315,10.03,9.8895,9.611,10.5795,10.178,10.087,10.1875,10.568999999999999,10.267,9.7265,10.33,10.4405,9.899999999999999,10.108,10.2155,9.8975,9.56,10.753499999999999,10.1965,10.332,10.167000000000002,10.026,10.189499999999999,9.3065
Fam177a,9.8855,9.7275,9.992,11.082,10.003,10.7325,10.606,10.596,9.917,10.054,10.094000000000001,10.102,10.004999999999999,9.966000000000001,9.885,10.086,10.937,11.292,10.5365,10.7285,10.047,10.615,10.838000000000001,9.857,10.035,10.721,10.092,9.9645,10.587,10.092500000000001,9.9985,10.021,9.969,10.913499999999999,10.065,9.963000000000001,9.8845,10.014,10.16,10.0715,10.0215,9.7925,10.7055,9.942499999999999,10.0085
Firre,10.334,10.2535,10.234000000000002,9.147,9.5105,10.035499999999999,10.143,10.094,9.883,9.907,10.0715,10.113,10.063500000000001,10.059000000000001,10.322,9.892,9.977,9.066,9.736,9.714500000000001,10.0075,9.708,9.914,9.993500000000001,9.219000000000001,9.597,9.966,9.9265,10.132000000000001,9.0705,10.1875,10.038,9.581499999999998,9.793,10.055,9.317499999999999,10.2925,9.631,10.1145,9.96,9.938500000000001,10.2345,10.036999999999999,10.1025,10.0935
Fmod,8.85,9.3045,9.721499999999999,9.524,9.965,9.562999999999999,10.007,9.56,8.861,9.2695,9.471,9.748000000000001,9.841000000000001,9.5755,9.859,9.835999999999999,8.973,10.248,9.8475,9.7235,9.181000000000001,10.417,9.469000000000001,8.9415,9.6465,9.5895,9.624,9.6045,9.5365,9.661,9.301,9.8425,9.501999999999999,9.6025,9.942,9.888,9.5485,10.242,9.877500000000001,9.9255,9.841999999999999,9.6445,9.5795,9.549,9.630500000000001
Gabra2,11.943,11.8645,11.731,11.751,11.695,11.77,11.815,11.847,11.816,11.7395,11.9235,11.7325,11.8515,11.856,11.785,10.713000000000001,11.663,11.782,10.602,11.662,11.8355,11.539,11.7045,11.812000000000001,10.745,11.769,11.76,11.685500000000001,11.7925,11.798,11.656500000000001,11.638000000000002,11.7655,11.776499999999999,11.787,11.8095,11.277000000000001,11.852,11.762,11.657,11.7165,11.7975,11.693999999999999,11.7165,10.6495
Gadd45gip1,9.472999999999999,9.567,10.204,9.935,10.277000000000001,9.6885,10.222,10.082,9.864,10.3005,10.2475,9.626000000000001,9.8385,9.5795,10.154,10.4345,9.742,9.805,9.751,10.1965,10.545,10.214,9.5475,10.268,10.2515,10.4885,9.697,10.23,9.498000000000001,9.9115,9.8305,10.256499999999999,9.614,9.6445,10.231,10.3475,9.682500000000001,11.022,9.5805,9.712,9.665,10.168,9.7735,10.3675,10.211500000000001
Glo1,11.0415,10.2635,10.0895,10.231000000000002,10.97575,10.9575,10.204,10.203,11.0115,10.21175,10.165,10.93075,11.14125,10.969999999999999,10.836,10.94725,10.339,10.3945,10.962,10.190999999999999,10.2445,10.1295,10.7625,11.01525,10.319,11.20025,10.9805,10.276,10.94625,10.9405,10.02225,10.1565,11.07025,10.190000000000001,10.286999999999999,11.2185,10.11575,10.419,10.21725,10.20825,10.238,10.2065,10.26025,10.17825,11.1445
Gm10021,9.69875,10.02675,9.51375,8.478,8.92625,9.3795,9.215499999999999,9.404,9.3155,9.54125,9.759,9.522,9.59575,9.628499999999999,9.918,9.246,9.2345,8.657499999999999,9.02525,9.1045,9.51825,8.7915,9.4145,9.5315,8.8325,9.28,9.4445,9.39575,9.5125,8.4575,9.4055,9.369499999999999,9.0055,9.30825,9.3655,8.7195,9.72425,9.008,9.33625,9.269,9.246,9.70825,9.338000000000001,9.49,9.48575
Gm10476,9.092500000000001,8.47875,9.8115,9.8835,9.9885,10.01525,9.8665,9.228,9.876000000000001,9.906749999999999,8.626249999999999,8.727250000000002,9.7835,9.6875,9.9235,9.94925,9.897,9.634,9.8165,9.93925,8.806750000000001,8.910499999999999,8.754999999999999,8.70025,9.95025,8.463000000000001,8.8915,8.782499999999999,8.729,9.99475,9.69875,9.7805,10.0715,8.91725,8.792,9.904499999999999,9.403500000000001,9.968499999999999,9.7435,9.92475,9.842,8.7605,8.683250000000001,8.84725,9.849499999999999
Gm10590,8.214500000000001,8.2425,8.102500000000001,7.921,7.84,9.761,10.007,9.488,7.91,9.774000000000001,9.9145,9.788,9.842500000000001,10.018999999999998,8.155,9.8925,9.395,7.862,7.8195,7.8895,8.045,8.037,8.1885,8.081,7.933999999999999,9.9475,9.668,7.923,7.9755,9.3565,7.9765,9.6665,9.6165,9.713000000000001,7.732,7.8845,9.6205,7.705,9.5945,9.527,8.023,8.1655,8.0125,8.0975,8.0
Gm10796,10.213000000000001,10.25,10.32,9.056,9.955,10.076,10.253,9.701,9.916,10.3995,10.41,10.124500000000001,10.305499999999999,10.0855,10.157,9.9595,10.069,9.334,9.4275,9.469999999999999,10.082,9.604,10.085,10.1265,9.477,9.682,10.086,9.9665,10.115,9.2255,10.166,10.0425,9.878499999999999,9.846,10.175,9.800999999999998,10.2575,9.492,10.025,10.176,10.0845,10.244,10.375499999999999,9.958,10.3375
Gm10800,11.173,11.372499999999999,11.149999999999999,9.831,11.169,11.4385,12.303,11.914,10.84,12.229,11.0745,11.443,12.0695,11.742999999999999,11.279,10.159,11.538,10.77,10.576,11.07,11.4665,10.9,11.901,12.215,10.49,10.785499999999999,11.432,10.931000000000001,11.322500000000002,10.318999999999999,11.6585,11.9925,11.376999999999999,11.3095,11.114,11.9765,12.049499999999998,11.726,12.349499999999999,11.7575,12.17,11.5435,10.814499999999999,11.3005,11.786
Gm12643,8.846499999999999,9.7425,9.362,9.39,9.3595,8.875,8.952,8.581,9.061,9.241,8.656,9.3165,9.514,9.2525,9.489,9.1595,9.399,10.079,9.483,8.8965,9.2455,9.694,9.946,9.155999999999999,9.661999999999999,9.682,8.779,9.3195,9.145,9.3585,9.1,9.058499999999999,9.567499999999999,9.6885,9.026,9.6265,9.326,9.598,8.881499999999999,9.566,9.268999999999998,9.1975,8.8735,8.908000000000001,8.9485
Gm13375,9.817,10.849,10.8625,10.799,9.942499999999999,9.989,10.648,10.506,10.897,10.0115,9.877500000000001,10.6295,11.0075,9.926,9.753,10.9115,10.751,10.037,10.6985,9.929,10.0295,10.048,10.814499999999999,10.037500000000001,10.091999999999999,10.2275,9.963,10.8275,9.9985,10.0745,10.713000000000001,10.082,9.943000000000001,10.585,9.975,9.914,10.828,10.148,10.016,10.187,10.0485,10.846499999999999,10.225,10.608,10.06
Gm20472,9.386,9.735,10.77,10.575,10.818999999999999,10.937999999999999,11.075,9.497,10.799,10.944500000000001,9.7615,9.8565,10.8295,10.839500000000001,11.048,10.6525,10.705,10.511,10.6995,10.7255,9.677,9.657,10.06,9.6065,10.832999999999998,9.6815,9.736,9.6005,9.39,10.607,10.628499999999999,10.985,10.9265,9.73,9.762,10.6645,10.461500000000001,10.622,10.7985,10.764,10.839,9.5975,9.6005,9.826,10.8645
Gm22289,11.8255,12.1075,12.0245,12.09,7.9165,11.906500000000001,7.729,7.886,11.932,11.852,11.711,7.175000000000001,7.851,11.8355,12.083,11.717500000000001,11.625,11.888,12.075,7.577500000000001,12.065999999999999,8.117,7.628,11.7685,11.7625,11.685500000000001,7.343,7.802,11.847999999999999,11.936499999999999,11.7895,7.8919999999999995,12.0775,7.5385,7.793,7.7805,7.865499999999999,11.999,7.5815,7.7385,7.4565,7.1035,11.866,12.0215,12.2165
Gm22348,11.122,11.5215,11.168,9.585,10.413,10.825,11.067,10.709,10.728,10.7455,10.979,11.0175,11.0225,11.113,11.44,10.557500000000001,10.574,10.317,10.4655,10.2375,11.0145,10.284,10.994,10.873,10.2555,10.5465,11.057,10.6665,10.8295,10.012,10.9525,10.946000000000002,10.292,10.8535,10.742,10.151,11.399000000000001,10.656,10.689,10.7075,10.634,11.174,10.881499999999999,11.0395,11.006499999999999
Gm22748,9.8895,9.631,8.9355,9.189,9.2785,9.2635,8.917,9.982,9.207,9.150500000000001,9.7285,10.283999999999999,9.2085,8.876999999999999,9.329,9.32,8.936,8.788,9.035499999999999,9.164,9.9185,9.941,10.122,9.6415,8.983,9.55,10.402,10.026,9.7395,9.063500000000001,9.5975,9.114,9.251,9.992999999999999,9.403,9.227,9.5235,9.428,9.107,9.1225,8.991,9.753,10.064,9.994,9.2455
Gm22834,11.66375,11.972999999999999,11.2585,9.496500000000001,10.2705,11.044,11.188500000000001,11.225999999999999,10.898,11.062249999999999,11.36275,10.94975,11.344000000000001,11.40975,11.8325,11.032499999999999,10.683,9.6725,10.48075,10.29325,11.35525,10.3895,11.10225,11.30625,10.17525,10.8625,11.2355,10.77175,11.22425,9.4255,11.327,11.168,10.5625,10.994,11.088000000000001,9.986,11.7125,10.9315,10.8695,10.728,10.75075,11.50525,11.0395,11.38825,11.252749999999999
Gm23145,9.7585,10.2095,9.874,10.174,9.517,9.5735,9.19,9.322,9.503,9.7775,9.535,9.389500000000002,9.106,9.989,10.026,9.3925,9.551,10.39,10.119499999999999,9.186,9.844,9.835,9.474,9.9065,9.926,9.5225,9.161,9.401499999999999,9.7515,9.7685,9.8065,9.331,10.193000000000001,9.256499999999999,9.469,9.6955,9.306999999999999,10.586,9.157,9.893,9.524999999999999,9.2395,9.816,9.6915,9.7315
Gm23245,10.7725,11.2645,10.773499999999999,11.114,11.3725,10.71,10.525,10.537,11.263,10.719,10.6175,10.5335,11.267,10.986,10.774,11.063,10.665,11.217,11.0775,10.9495,10.8935,11.298,10.3835,10.8875,11.0615,11.309999999999999,10.176,10.884,10.634,11.072,10.4525,10.4955,11.298,10.741,10.594,11.347000000000001,11.024000000000001,11.72,10.432,10.9155,10.999,11.1095,10.747,10.7135,10.7715
Gm23256,11.224250000000001,11.169,10.754,10.1365,10.1615,10.88425,10.9265,10.889,10.682500000000001,10.60625,10.947,10.918,10.61475,10.6225,11.29,10.7915,10.371,9.959,10.224250000000001,10.378499999999999,10.659,10.3885,10.95875,10.67825,10.133,10.34425,10.845500000000001,10.49375,10.81375,10.03275,10.835,10.8495,10.36,10.9305,10.760000000000002,10.19925,11.19925,10.5625,10.690999999999999,10.42175,10.52575,11.1645,10.41775,10.966000000000001,10.732
Gm23305,9.5425,10.234,10.037500000000001,9.779,9.495999999999999,9.692499999999999,9.65,9.705,9.337,10.171,10.373000000000001,9.3895,9.228,10.068,10.224,9.0825,9.83,10.179,9.8135,8.9775,10.0755,9.281,9.685500000000001,10.091999999999999,9.6315,9.435500000000001,8.926,9.3055,9.716999999999999,9.519,9.883,9.5185,10.1745,9.342,9.32,9.3415,9.630500000000001,10.156,9.498999999999999,9.974499999999999,9.6125,9.495999999999999,9.945,10.169,10.08
Gm23344,9.8485,10.0115,9.7765,10.003,9.933499999999999,9.4245,9.481,9.134,9.933,8.692,8.8895,8.4685,10.325,9.972999999999999,9.125,9.8935,9.006,10.255,9.708,9.4225,9.4695,9.791,8.819500000000001,9.739,9.5555,10.1235,8.564,9.684,9.886500000000002,9.904,9.0535,9.1125,10.037500000000001,9.434999999999999,9.82,10.272,9.9195,10.517,9.1425,9.449,9.8565,9.8995,9.495,9.4565,9.5105
Gm23347,9.942,10.0835,9.624500000000001,7.785,8.6475,9.453,9.751,9.775,9.183,9.5225,9.774000000000001,9.6145,9.572,9.797,10.018,8.962499999999999,9.19,8.336,8.8885,8.8915,9.652000000000001,8.861,9.367999999999999,9.534,8.4765,8.9705,9.447,9.2945,9.626000000000001,7.5555,9.658999999999999,9.6665,8.954,9.194,9.436,8.425,9.8585,8.826,9.603000000000002,9.470500000000001,9.416,9.79,9.4215,9.628,9.712
Gm23444,10.558,10.8055,10.0275,11.171,11.644,10.624500000000001,10.82,9.997,11.107,10.663499999999999,10.376999999999999,10.4115,10.6235,10.701,9.695,10.419,10.179,11.551,11.262,11.1995,10.588000000000001,11.817,10.7815,10.379000000000001,11.65,10.842500000000001,10.08,10.7545,10.222,11.2345,10.219999999999999,10.6125,11.486,10.440999999999999,10.141,11.668,10.402000000000001,11.685,10.207,10.52,10.877500000000001,10.975999999999999,10.6325,10.218499999999999,10.674
